id	type	typePara	grade	school	group	sequence	name	des	icon	itemList	limitType	limitPara	levelLowerLimit	levelUpperLimit	moneyType	price	priceShow	PrePriceShow	priceStepValue	timeType	activityID	startTime	endTime	specialEndTime	isShowTime	sloganType	startTimeTips	startTimeWord	endTimeTips	groupId	batch	rechargeShopId	rechargeShopId1	tabshow	herocondition	rechargecondition	firstCharge	followupCharge	autoOpenGift	extraShowItemId	OpenServiceActivity	
10104001	1	0	1	1	4	1	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,2250	3	1	1	80	1120005	5	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104002	1	0	1	1	4	2	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,4500	3	1	1	80	1120005	10	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104003	1	0	1	1	4	3	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,9000	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104004	1	0	1	1	4	4	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,2000	3	1	1	80	1120001	20000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10104005	1	0	1	1	4	5	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,4000	3	1	1	80	1120001	50000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10104101	1	0	1	1	4	101	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,9000	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104102	1	0	1	1	4	102	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,13500	3	1	1	80	1120005	30	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104103	1	0	1	1	4	103	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,18000	3	1	1	80	1120005	40	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104104	1	0	1	1	4	104	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,5000	3	1	1	80	1120001	50000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10104105	1	0	1	1	4	105	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,6400	3	1	1	80	1120001	80000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10104201	1	0	1	1	4	201	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,13500	3	1	1	80	1120005	30	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104202	1	0	1	1	4	202	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,18000	3	1	1	80	1120005	40	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104203	1	0	1	1	4	203	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,22500	3	1	1	80	1120005	50	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	 	0	0	0	0	0	0	0	0	 	 	0	0	0
10104204	1	0	1	1	4	204	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,10000	3	1	1	80	1120001	100000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10104205	1	0	1	1	4	205	角色经验	提升角色等级所需的经验值，可在模拟训练中获取。	0	1120002,16000	3	1	1	80	1120001	200000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105001	1	0	1	1	5	1	2级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230003,5	3	1	1	80	1120005	25	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105002	1	0	1	1	5	2	2级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230003,8	3	1	1	80	1120005	40	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105003	1	0	1	1	5	3	2级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230003,10	3	1	1	80	1120005	50	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105004	1	0	1	1	5	4	2级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230003,5	3	1	1	80	1120001	100000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105005	1	0	1	1	5	5	2级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230003,10	3	1	1	80	1120001	200000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105101	1	0	1	1	5	101	3级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230004,5	3	1	1	80	1120005	30	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105102	1	0	1	1	5	102	3级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230004,8	3	1	1	80	1120005	48	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105103	1	0	1	1	5	103	3级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230004,10	3	1	1	80	1120005	60	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105104	1	0	1	1	5	104	3级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230004,5	3	1	1	80	1120001	200000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105105	1	0	1	1	5	105	3级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230004,10	3	1	1	80	1120001	400000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105201	1	0	1	1	5	201	4级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230005,5	3	1	1	80	1120005	35	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105202	1	0	1	1	5	202	4级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230005,8	3	1	1	80	1120005	56	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105203	1	0	1	1	5	203	4级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230005,10	3	1	1	80	1120005	70	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105204	1	0	1	1	5	204	4级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230005,5	3	1	1	80	1120001	300000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10105205	1	0	1	1	5	205	4级存储权限	授权扩展战术软盘存储空间的权限指标，在角色突破中不可或缺。可在全息调查中获取。	0	1230005,10	3	1	1	80	1120001	600000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106001	1	0	1	1	6	1	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,14	3	1	1	80	1120005	5	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106002	1	0	1	1	6	2	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,18	3	1	1	80	1120005	10	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106003	1	0	1	1	6	3	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,28	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106004	1	0	1	1	6	4	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,8	3	1	1	80	1120001	20000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106005	1	0	1	1	6	5	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,10	3	1	1	80	1120001	30000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106006	1	0	1	1	6	6	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,14	3	1	1	80	1120005	5	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106007	1	0	1	1	6	7	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,18	3	1	1	80	1120005	10	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106008	1	0	1	1	6	8	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,28	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106009	1	0	1	1	6	9	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,8	3	1	1	80	1120001	20000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106010	1	0	1	1	6	10	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,10	3	1	1	80	1120001	30000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106011	1	0	1	1	6	11	力原素	代号为力的红色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210003,14	3	1	1	80	1120005	5	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106012	1	0	1	1	6	12	力原素	代号为力的红色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210003,18	3	1	1	80	1120005	10	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106013	1	0	1	1	6	13	力原素	代号为力的红色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210003,28	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106014	1	0	1	1	6	14	力原素	代号为力的红色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210003,8	3	1	1	80	1120001	20000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106015	1	0	1	1	6	15	力原素	代号为力的红色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210003,10	3	1	1	80	1120001	30000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106101	1	0	1	1	6	101	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,14	3	1	1	80	1120005	5	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106102	1	0	1	1	6	102	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,22	3	1	1	80	1120005	10	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106103	1	0	1	1	6	103	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,36	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106104	1	0	1	1	6	104	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,8	3	1	1	80	1120001	30000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106105	1	0	1	1	6	105	智原素	代号为智的蓝色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210001,14	3	1	1	80	1120001	50000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106106	1	0	1	1	6	106	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,14	3	1	1	80	1120005	5	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106107	1	0	1	1	6	107	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,22	3	1	1	80	1120005	10	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106108	1	0	1	1	6	108	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,36	3	1	1	80	1120005	20	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106109	1	0	1	1	6	109	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,8	3	1	1	80	1120001	30000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
10106110	1	0	1	1	6	110	运原素	代号为运的黄色半透明状胶囊，能够助人激发潜能。可在怪人研究所中获取。	0	1210002,14	3	1	1	80	1120001	50000	0	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0
