id	group	groupServer	isIfGroup	groupLv	priority	firstType	secondType	name	des	missionId	point	rewardShow	dropId	index	
2020203	20202	20259	1	3	2020203	2	202	完美全息调查·叁	完美通过全息调查第15章	2020203	10	22020203	22020203	52
2020204	20202	20260	1	4	2020204	2	202	完美全息调查·肆	完美通过全息调查第20章	2020204	10	22020204	22020204	53
2020205	20202	20261	1	5	2020205	2	202	完美全息调查·伍	完美通过全息调查第25章	2020205	10	22020205	22020205	54
2020206	20202	20262	1	6	2020206	2	202	完美全息调查·陆	完美通过全息调查第30章	2020206	10	22020206	22020206	55
2030101	20301	20362	1	1	2030101	2	203	模拟训练·壹	通过模拟训练第1关	2030101	10	22030101	22030101	56
2030102	20301	20363	1	2	2030102	2	203	模拟训练·贰	通过模拟训练第5关	2030102	10	22030102	22030102	57
2030103	20301	20364	1	3	2030103	2	203	模拟训练·叁	通过模拟训练第10关	2030103	10	22030103	22030103	58
2030104	20301	20365	1	4	2030104	2	203	模拟训练·肆	通过模拟训练第15关	2030104	10	22030104	22030104	59
2030105	20301	20366	1	5	2030105	2	203	模拟训练·伍	通过模拟训练第20关	2030105	10	22030105	22030105	60
2030201	20302	20368	1	1	2030201	2	203	完美模拟·壹	模拟训练第1关获得SSS评价	2030201	10	22030201	22030201	61
2030202	20302	20369	1	2	2030202	2	203	完美模拟·贰	模拟训练第2关获得SSS评价	2030202	10	22030202	22030202	62
2030203	20302	20370	1	3	2030203	2	203	完美模拟·叁	模拟训练第3关获得SSS评价	2030203	10	22030203	22030203	63
2030204	20302	20371	1	4	2030204	2	203	完美模拟·肆	模拟训练第4关获得SSS评价	2030204	10	22030204	22030204	64
2030205	20302	20372	1	5	2030205	2	203	完美模拟·伍	模拟训练第5关获得SSS评价	2030205	10	22030205	22030205	65
2030206	20302	20373	1	6	2030206	2	203	完美模拟·陆	模拟训练第6关获得SSS评价	2030206	10	22030206	22030206	66
2030207	20302	20374	1	7	2030207	2	203	完美模拟·柒	模拟训练第7关获得SSS评价	2030207	10	22030207	22030207	67
2030208	20302	20375	1	8	2030208	2	203	完美模拟·捌	模拟训练第8关获得SSS评价	2030208	10	22030208	22030208	68
2030209	20302	20376	1	9	2030209	2	203	完美模拟·玖	模拟训练第9关获得SSS评价	2030209	10	22030209	22030209	69
2030210	20302	20377	1	10	2030210	2	203	完美模拟·拾	模拟训练第10关获得SSS评价	2030210	10	22030210	22030210	70
2030211	20302	20378	1	11	2030211	2	203	完美模拟·壹拾壹	模拟训练第11关获得SSS评价	2030211	10	22030211	22030211	71
2030212	20302	20379	1	12	2030212	2	203	完美模拟·壹拾贰	模拟训练第12关获得SSS评价	2030212	10	22030212	22030212	72
2030213	20302	20380	1	13	2030213	2	203	完美模拟·壹拾叁	模拟训练第13关获得SSS评价	2030213	10	22030213	22030213	73
2030214	20302	20381	1	14	2030214	2	203	完美模拟·壹拾肆	模拟训练第14关获得SSS评价	2030214	10	22030214	22030214	74
2030215	20302	20382	1	15	2030215	2	203	完美模拟·壹拾伍	模拟训练第15关获得SSS评价	2030215	10	22030215	22030215	75
2030216	20302	20383	1	16	2030216	2	203	完美模拟·壹拾陆	模拟训练第16关获得SSS评价	2030216	10	22030216	22030216	76
2030217	20302	20384	1	17	2030217	2	203	完美模拟·壹拾柒	模拟训练第17关获得SSS评价	2030217	10	22030217	22030217	77
2030218	20302	20385	1	18	2030218	2	203	完美模拟·壹拾捌	模拟训练第18关获得SSS评价	2030218	10	22030218	22030218	78
2030219	20302	20386	1	19	2030219	2	203	完美模拟·壹拾玖	模拟训练第19关获得SSS评价	2030219	10	22030219	22030219	79
2030220	20302	20387	1	20	2030220	2	203	完美模拟·贰拾	模拟训练第20关获得SSS评价	2030220	10	22030220	22030220	80
2040101	20401	20487	1	1	2040101	2	204	怪人研究所（力量）·壹	通过怪人研究所（力量）第1关	2040101	10	22040101	22040101	81
2040102	20401	20488	1	2	2040102	2	204	怪人研究所（力量）·贰	通过怪人研究所（力量）第5关	2040102	10	22040102	22040102	82
2040103	20401	20489	1	3	2040103	2	204	怪人研究所（力量）·叁	通过怪人研究所（力量）第10关	2040103	10	22040103	22040103	83
2040201	20402	20491	1	1	2040201	2	204	怪人研究所（运势）·壹	通过怪人研究所（运势）第1关	2040201	10	22040201	22040201	84
2040202	20402	20492	1	2	2040202	2	204	怪人研究所（运势）·贰	通过怪人研究所（运势）第5关	2040202	10	22040202	22040202	85
2040203	20402	20493	1	3	2040203	2	204	怪人研究所（运势）·叁	通过怪人研究所（运势）第10关	2040203	10	22040203	22040203	86
2040301	20403	20495	1	1	2040301	2	204	怪人研究所（智慧）·壹	通过怪人研究所（智慧）第1关	2040301	10	22040301	22040301	87
2040302	20403	20496	1	2	2040302	2	204	怪人研究所（智慧）·贰	通过怪人研究所（智慧）第5关	2040302	10	22040302	22040302	88
2040303	20403	20497	1	3	2040303	2	204	怪人研究所（智慧）·叁	通过怪人研究所（智慧）第10关	2040303	10	22040303	22040303	89
2040401	20404	20499	1	1	2040401	2	204	完美研究所（力量）·壹	怪人研究所（力量）第1关获得SSS评价	2040401	10	22040401	22040401	90
2040402	20404	20500	1	2	2040402	2	204	完美研究所（力量）·贰	怪人研究所（力量）第2关获得SSS评价	2040402	10	22040402	22040402	91
2040403	20404	20501	1	3	2040403	2	204	完美研究所（力量）·叁	怪人研究所（力量）第3关获得SSS评价	2040403	10	22040403	22040403	92
2040404	20404	20502	1	4	2040404	2	204	完美研究所（力量）·肆	怪人研究所（力量）第4关获得SSS评价	2040404	10	22040404	22040404	93
2040405	20404	20503	1	5	2040405	2	204	完美研究所（力量）·伍	怪人研究所（力量）第5关获得SSS评价	2040405	10	22040405	22040405	94
2040406	20404	20504	1	6	2040406	2	204	完美研究所（力量）·陆	怪人研究所（力量）第6关获得SSS评价	2040406	10	22040406	22040406	95
2040407	20404	20505	1	7	2040407	2	204	完美研究所（力量）·柒	怪人研究所（力量）第7关获得SSS评价	2040407	10	22040407	22040407	96
2040408	20404	20506	1	8	2040408	2	204	完美研究所（力量）·捌	怪人研究所（力量）第8关获得SSS评价	2040408	10	22040408	22040408	97
2040409	20404	20507	1	9	2040409	2	204	完美研究所（力量）·玖	怪人研究所（力量）第9关获得SSS评价	2040409	10	22040409	22040409	98
2040410	20404	20508	1	10	2040410	2	204	完美研究所（力量）·拾	怪人研究所（力量）第10关获得SSS评价	2040410	10	22040410	22040410	99
2040501	20405	20510	1	1	2040501	2	204	完美研究所（运势）·壹	怪人研究所（运势）第1关获得SSS评价	2040501	10	22040501	22040501	100
2040502	20405	20511	1	2	2040502	2	204	完美研究所（运势）·贰	怪人研究所（运势）第2关获得SSS评价	2040502	10	22040502	22040502	101
2040503	20405	20512	1	3	2040503	2	204	完美研究所（运势）·叁	怪人研究所（运势）第3关获得SSS评价	2040503	10	22040503	22040503	102
2040504	20405	20513	1	4	2040504	2	204	完美研究所（运势）·肆	怪人研究所（运势）第4关获得SSS评价	2040504	10	22040504	22040504	103
2040505	20405	20514	1	5	2040505	2	204	完美研究所（运势）·伍	怪人研究所（运势）第5关获得SSS评价	2040505	10	22040505	22040505	104
2040506	20405	20515	1	6	2040506	2	204	完美研究所（运势）·陆	怪人研究所（运势）第6关获得SSS评价	2040506	10	22040506	22040506	105
2040507	20405	20516	1	7	2040507	2	204	完美研究所（运势）·柒	怪人研究所（运势）第7关获得SSS评价	2040507	10	22040507	22040507	106
2040508	20405	20517	1	8	2040508	2	204	完美研究所（运势）·捌	怪人研究所（运势）第8关获得SSS评价	2040508	10	22040508	22040508	107
2040509	20405	20518	1	9	2040509	2	204	完美研究所（运势）·玖	怪人研究所（运势）第9关获得SSS评价	2040509	10	22040509	22040509	108
2040510	20405	20519	1	10	2040510	2	204	完美研究所（运势）·拾	怪人研究所（运势）第10关获得SSS评价	2040510	10	22040510	22040510	109
2040601	20406	20521	1	1	2040601	2	204	完美研究所（智慧）·壹	怪人研究所（智慧）第1关获得SSS评价	2040601	10	22040601	22040601	110
2040602	20406	20522	1	2	2040602	2	204	完美研究所（智慧）·贰	怪人研究所（智慧）第2关获得SSS评价	2040602	10	22040602	22040602	111
2040603	20406	20523	1	3	2040603	2	204	完美研究所（智慧）·叁	怪人研究所（智慧）第3关获得SSS评价	2040603	10	22040603	22040603	112
2040604	20406	20524	1	4	2040604	2	204	完美研究所（智慧）·肆	怪人研究所（智慧）第4关获得SSS评价	2040604	10	22040604	22040604	113
2040605	20406	20525	1	5	2040605	2	204	完美研究所（智慧）·伍	怪人研究所（智慧）第5关获得SSS评价	2040605	10	22040605	22040605	114
2040606	20406	20526	1	6	2040606	2	204	完美研究所（智慧）·陆	怪人研究所（智慧）第6关获得SSS评价	2040606	10	22040606	22040606	115
2040607	20406	20527	1	7	2040607	2	204	完美研究所（智慧）·柒	怪人研究所（智慧）第7关获得SSS评价	2040607	10	22040607	22040607	116
2040608	20406	20528	1	8	2040608	2	204	完美研究所（智慧）·捌	怪人研究所（智慧）第8关获得SSS评价	2040608	10	22040608	22040608	117
2040609	20406	20529	1	9	2040609	2	204	完美研究所（智慧）·玖	怪人研究所（智慧）第9关获得SSS评价	2040609	10	22040609	22040609	118
2040610	20406	20530	1	10	2040610	2	204	完美研究所（智慧）·拾	怪人研究所（智慧）第10关获得SSS评价	2040610	10	22040610	22040610	119
2050101	20501	20626	1	1	2050101	2	205	角色试炼（攻击）·壹	通过角色试炼（攻击）第1关	2050101	10	22050101	22050101	120
2050102	20501	20627	1	2	2050102	2	205	角色试炼（攻击）·贰	通过角色试炼（攻击）第5关	2050102	10	22050102	22050102	121
2050103	20501	20628	1	3	2050103	2	205	角色试炼（攻击）·叁	通过角色试炼（攻击）第10关	2050103	10	22050103	22050103	122
2050104	20501	20629	1	4	2050104	2	205	角色试炼（攻击）·肆	通过角色试炼（攻击）第15关	2050104	10	22050104	22050104	123
2050105	20501	20630	1	5	2050105	2	205	角色试炼（攻击）·伍	通过角色试炼（攻击）第20关	2050105	10	22050105	22050105	124
2050201	20502	20632	1	1	2050201	2	205	角色试炼（防御）·壹	通过角色试炼（防御）第1关	2050201	10	22050201	22050201	125
2050202	20502	20633	1	2	2050202	2	205	角色试炼（防御）·贰	通过角色试炼（防御）第5关	2050202	10	22050202	22050202	126
2050203	20502	20634	1	3	2050203	2	205	角色试炼（防御）·叁	通过角色试炼（防御）第10关	2050203	10	22050203	22050203	127
2050204	20502	20635	1	4	2050204	2	205	角色试炼（防御）·肆	通过角色试炼（防御）第15关	2050204	10	22050204	22050204	128
2050205	20502	20636	1	5	2050205	2	205	角色试炼（防御）·伍	通过角色试炼（防御）第20关	2050205	10	22050205	22050205	129
2050301	20503	20638	1	1	2050301	2	205	角色试炼（辅助）·壹	通过角色试炼（辅助）第1关	2050301	10	22050301	22050301	130
2050302	20503	20639	1	2	2050302	2	205	角色试炼（辅助）·贰	通过角色试炼（辅助）第5关	2050302	10	22050302	22050302	131
2050303	20503	20640	1	3	2050303	2	205	角色试炼（辅助）·叁	通过角色试炼（辅助）第10关	2050303	10	22050303	22050303	132
2050304	20503	20641	1	4	2050304	2	205	角色试炼（辅助）·肆	通过角色试炼（辅助）第15关	2050304	10	22050304	22050304	133
2050305	20503	20642	1	5	2050305	2	205	角色试炼（辅助）·伍	通过角色试炼（辅助）第20关	2050305	10	22050305	22050305	134
2050401	20504	20644	1	1	2050401	2	205	完美试炼（攻击）·壹	角色试炼（攻击）第1关获得SSS评价	2050401	10	22050401	22050401	135
2050402	20504	20645	1	2	2050402	2	205	完美试炼（攻击）·贰	角色试炼（攻击）第2关获得SSS评价	2050402	10	22050402	22050402	136
2050403	20504	20646	1	3	2050403	2	205	完美试炼（攻击）·叁	角色试炼（攻击）第3关获得SSS评价	2050403	10	22050403	22050403	137
2050404	20504	20647	1	4	2050404	2	205	完美试炼（攻击）·肆	角色试炼（攻击）第4关获得SSS评价	2050404	10	22050404	22050404	138
2050405	20504	20648	1	5	2050405	2	205	完美试炼（攻击）·伍	角色试炼（攻击）第5关获得SSS评价	2050405	10	22050405	22050405	139
2050406	20504	20649	1	6	2050406	2	205	完美试炼（攻击）·陆	角色试炼（攻击）第6关获得SSS评价	2050406	10	22050406	22050406	140
2050407	20504	20650	1	7	2050407	2	205	完美试炼（攻击）·柒	角色试炼（攻击）第7关获得SSS评价	2050407	10	22050407	22050407	141
2050408	20504	20651	1	8	2050408	2	205	完美试炼（攻击）·捌	角色试炼（攻击）第8关获得SSS评价	2050408	10	22050408	22050408	142
2050409	20504	20652	1	9	2050409	2	205	完美试炼（攻击）·玖	角色试炼（攻击）第9关获得SSS评价	2050409	10	22050409	22050409	143
2050410	20504	20653	1	10	2050410	2	205	完美试炼（攻击）·拾	角色试炼（攻击）第10关获得SSS评价	2050410	10	22050410	22050410	144
2050411	20504	20654	1	11	2050411	2	205	完美试炼（攻击）·壹拾壹	角色试炼（攻击）第11关获得SSS评价	2050411	10	22050411	22050411	145
2050412	20504	20655	1	12	2050412	2	205	完美试炼（攻击）·壹拾贰	角色试炼（攻击）第12关获得SSS评价	2050412	10	22050412	22050412	146
2050413	20504	20656	1	13	2050413	2	205	完美试炼（攻击）·壹拾叁	角色试炼（攻击）第13关获得SSS评价	2050413	10	22050413	22050413	147
2050414	20504	20657	1	14	2050414	2	205	完美试炼（攻击）·壹拾肆	角色试炼（攻击）第14关获得SSS评价	2050414	10	22050414	22050414	148
2050415	20504	20658	1	15	2050415	2	205	完美试炼（攻击）·壹拾伍	角色试炼（攻击）第15关获得SSS评价	2050415	10	22050415	22050415	149
2050416	20504	20659	1	16	2050416	2	205	完美试炼（攻击）·壹拾陆	角色试炼（攻击）第16关获得SSS评价	2050416	10	22050416	22050416	150
2050417	20504	20660	1	17	2050417	2	205	完美试炼（攻击）·壹拾柒	角色试炼（攻击）第17关获得SSS评价	2050417	10	22050417	22050417	151
2050418	20504	20661	1	18	2050418	2	205	完美试炼（攻击）·壹拾捌	角色试炼（攻击）第18关获得SSS评价	2050418	10	22050418	22050418	152
2050419	20504	20662	1	19	2050419	2	205	完美试炼（攻击）·壹拾玖	角色试炼（攻击）第19关获得SSS评价	2050419	10	22050419	22050419	153
2050420	20504	20663	1	20	2050420	2	205	完美试炼（攻击）·贰拾	角色试炼（攻击）第20关获得SSS评价	2050420	10	22050420	22050420	154
2050501	20505	20665	1	1	2050501	2	205	完美试炼（防御）·壹	角色试炼（防御）第1关获得SSS评价	2050501	10	22050501	22050501	155
2050502	20505	20666	1	2	2050502	2	205	完美试炼（防御）·贰	角色试炼（防御）第2关获得SSS评价	2050502	10	22050502	22050502	156
2050503	20505	20667	1	3	2050503	2	205	完美试炼（防御）·叁	角色试炼（防御）第3关获得SSS评价	2050503	10	22050503	22050503	157
2050504	20505	20668	1	4	2050504	2	205	完美试炼（防御）·肆	角色试炼（防御）第4关获得SSS评价	2050504	10	22050504	22050504	158
2050505	20505	20669	1	5	2050505	2	205	完美试炼（防御）·伍	角色试炼（防御）第5关获得SSS评价	2050505	10	22050505	22050505	159
2050506	20505	20670	1	6	2050506	2	205	完美试炼（防御）·陆	角色试炼（防御）第6关获得SSS评价	2050506	10	22050506	22050506	160
2050507	20505	20671	1	7	2050507	2	205	完美试炼（防御）·柒	角色试炼（防御）第7关获得SSS评价	2050507	10	22050507	22050507	161
2050508	20505	20672	1	8	2050508	2	205	完美试炼（防御）·捌	角色试炼（防御）第8关获得SSS评价	2050508	10	22050508	22050508	162
2050509	20505	20673	1	9	2050509	2	205	完美试炼（防御）·玖	角色试炼（防御）第9关获得SSS评价	2050509	10	22050509	22050509	163
2050510	20505	20674	1	10	2050510	2	205	完美试炼（防御）·拾	角色试炼（防御）第10关获得SSS评价	2050510	10	22050510	22050510	164
2050511	20505	20675	1	11	2050511	2	205	完美试炼（防御）·壹拾壹	角色试炼（防御）第11关获得SSS评价	2050511	10	22050511	22050511	165
2050512	20505	20676	1	12	2050512	2	205	完美试炼（防御）·壹拾贰	角色试炼（防御）第12关获得SSS评价	2050512	10	22050512	22050512	166
2050513	20505	20677	1	13	2050513	2	205	完美试炼（防御）·壹拾叁	角色试炼（防御）第13关获得SSS评价	2050513	10	22050513	22050513	167
2050514	20505	20678	1	14	2050514	2	205	完美试炼（防御）·壹拾肆	角色试炼（防御）第14关获得SSS评价	2050514	10	22050514	22050514	168
2050515	20505	20679	1	15	2050515	2	205	完美试炼（防御）·壹拾伍	角色试炼（防御）第15关获得SSS评价	2050515	10	22050515	22050515	169
2050516	20505	20680	1	16	2050516	2	205	完美试炼（防御）·壹拾陆	角色试炼（防御）第16关获得SSS评价	2050516	10	22050516	22050516	170
2050517	20505	20681	1	17	2050517	2	205	完美试炼（防御）·壹拾柒	角色试炼（防御）第17关获得SSS评价	2050517	10	22050517	22050517	171
2050518	20505	20682	1	18	2050518	2	205	完美试炼（防御）·壹拾捌	角色试炼（防御）第18关获得SSS评价	2050518	10	22050518	22050518	172
2050519	20505	20683	1	19	2050519	2	205	完美试炼（防御）·壹拾玖	角色试炼（防御）第19关获得SSS评价	2050519	10	22050519	22050519	173
2050520	20505	20684	1	20	2050520	2	205	完美试炼（防御）·贰拾	角色试炼（防御）第20关获得SSS评价	2050520	10	22050520	22050520	174
2050601	20506	20686	1	1	2050601	2	205	完美试炼（辅助）·壹	角色试炼（辅助）第1关获得SSS评价	2050601	10	22050601	22050601	175
2050602	20506	20687	1	2	2050602	2	205	完美试炼（辅助）·贰	角色试炼（辅助）第2关获得SSS评价	2050602	10	22050602	22050602	176
2050603	20506	20688	1	3	2050603	2	205	完美试炼（辅助）·叁	角色试炼（辅助）第3关获得SSS评价	2050603	10	22050603	22050603	177
2050604	20506	20689	1	4	2050604	2	205	完美试炼（辅助）·肆	角色试炼（辅助）第4关获得SSS评价	2050604	10	22050604	22050604	178
2050605	20506	20690	1	5	2050605	2	205	完美试炼（辅助）·伍	角色试炼（辅助）第5关获得SSS评价	2050605	10	22050605	22050605	179
2050606	20506	20691	1	6	2050606	2	205	完美试炼（辅助）·陆	角色试炼（辅助）第6关获得SSS评价	2050606	10	22050606	22050606	180
2050607	20506	20692	1	7	2050607	2	205	完美试炼（辅助）·柒	角色试炼（辅助）第7关获得SSS评价	2050607	10	22050607	22050607	181
2050608	20506	20693	1	8	2050608	2	205	完美试炼（辅助）·捌	角色试炼（辅助）第8关获得SSS评价	2050608	10	22050608	22050608	182
2050609	20506	20694	1	9	2050609	2	205	完美试炼（辅助）·玖	角色试炼（辅助）第9关获得SSS评价	2050609	10	22050609	22050609	183
2050610	20506	20695	1	10	2050610	2	205	完美试炼（辅助）·拾	角色试炼（辅助）第10关获得SSS评价	2050610	10	22050610	22050610	184
2050611	20506	20696	1	11	2050611	2	205	完美试炼（辅助）·壹拾壹	角色试炼（辅助）第11关获得SSS评价	2050611	10	22050611	22050611	185
2050612	20506	20697	1	12	2050612	2	205	完美试炼（辅助）·壹拾贰	角色试炼（辅助）第12关获得SSS评价	2050612	10	22050612	22050612	186
2050613	20506	20698	1	13	2050613	2	205	完美试炼（辅助）·壹拾叁	角色试炼（辅助）第13关获得SSS评价	2050613	10	22050613	22050613	187
2050614	20506	20699	1	14	2050614	2	205	完美试炼（辅助）·壹拾肆	角色试炼（辅助）第14关获得SSS评价	2050614	10	22050614	22050614	188
2050615	20506	20700	1	15	2050615	2	205	完美试炼（辅助）·壹拾伍	角色试炼（辅助）第15关获得SSS评价	2050615	10	22050615	22050615	189
2050616	20506	20701	1	16	2050616	2	205	完美试炼（辅助）·壹拾陆	角色试炼（辅助）第16关获得SSS评价	2050616	10	22050616	22050616	190
2050617	20506	20702	1	17	2050617	2	205	完美试炼（辅助）·壹拾柒	角色试炼（辅助）第17关获得SSS评价	2050617	10	22050617	22050617	191
2050618	20506	20703	1	18	2050618	2	205	完美试炼（辅助）·壹拾捌	角色试炼（辅助）第18关获得SSS评价	2050618	10	22050618	22050618	192
2050619	20506	20704	1	19	2050619	2	205	完美试炼（辅助）·壹拾玖	角色试炼（辅助）第19关获得SSS评价	2050619	10	22050619	22050619	193
2050620	20506	20705	1	20	2050620	2	205	完美试炼（辅助）·贰拾	角色试炼（辅助）第20关获得SSS评价	2050620	10	22050620	22050620	194
2060101	20601	20601	0	1	2060101	2	206	协会测验·壹	进行1次协会测验	2060101	10	22060101	22060101	195
2060102	20601	20601	0	2	2060102	2	206	协会测验·贰	进行10次协会测验	2060102	10	22060102	22060102	196
2060103	20601	20601	0	3	2060103	2	206	协会测验·叁	进行100次协会测验	2060103	10	22060103	22060103	197
2070101	20701	20905	1	1	2070101	2	207	正义角逐·壹	通关正义角逐第5关	2070101	10	22070101	22070101	199
2070102	20701	20906	1	2	2070102	2	207	正义角逐·贰	通关正义角逐第20关	2070102	10	22070102	22070102	200
2070103	20701	20907	1	3	2070103	2	207	正义角逐·叁	通关正义角逐第30关	2070103	10	22070103	22070103	201
2070104	20701	20908	1	4	2070104	2	207	正义角逐·肆	通关正义角逐第40关	2070104	10	22070104	22070104	202
2070105	20701	20909	1	5	2070105	2	207	正义角逐·伍	通关正义角逐第50关	2070105	10	22070105	22070105	203
2070106	20701	20910	1	6	2070106	2	207	正义角逐·陆	通关正义角逐第60关	2070106	10	22070106	22070106	204
2070107	20701	20911	1	7	2070107	2	207	正义角逐·柒	通关正义角逐第70关	2070107	10	22070107	22070107	205
2070108	20701	20912	1	8	2070108	2	207	正义角逐·捌	通关正义角逐第80关	2070108	10	22070108	22070108	206
2070109	20701	20913	1	9	2070109	2	207	正义角逐·玖	通关正义角逐第90关	2070109	10	22070109	22070109	207
2070110	20701	20914	1	10	2070110	2	207	正义角逐·拾	通关正义角逐第100关	2070110	10	22070110	22070110	208
2070111	20701	20915	1	10	2070111	2	207	正义角逐·拾	通关正义角逐第55关	2070111	10	22070110	22070110	208
2070112	20701	20916	1	10	2070112	2	207	正义角逐·拾	通关正义角逐第75关	2070112	10	22070110	22070110	208
2070113	20701	20917	1	10	2070113	2	207	正义角逐·拾	通关正义角逐第95关	2070113	10	22070110	22070110	208
2070114	20701	20918	1	10	2070114	2	207	正义角逐·拾	通关正义角逐第125关	2070114	10	22070110	22070110	208
