id	stageType	floor	cost	advance	sceneId	dropSelection	dropList	upIcon	dropGroup	name	lockTips	preStage	nextStage	needLv	bossHead	model	action	word	decorate1	decorate2	decorate3	bossId	scaling	offset	offsetX	offsetAngle	showType	selectionDis	trigger	spineModelResId	spineScale	spinePosOffset	spineAnimation	dropExpect	recommendLv	recommendtype	recommendhero	battleTipText	selectionType	rankType	activityControlId	webDes	dropExpectAdd	recommendHero1	recommendHero2	iconType	noticeIcon	firstDropExpect	decorate2Background	
16	102	6	12	0	501106	0	20063	1,1,1|1,1,1|1,1,1|1,1,1	20063	第六层	指挥等级1级解锁	15	17	1	313100800	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110081	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	106,10	800002000	0	50,-50	animation	54	36	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第6层	通关提升运原素获取效率<color=#00D900>17%</color>	9	2	1	1210008	12	0
17	102	7	12	0	501107	0	20073	1,1,1|1,1,1|1,1,1|1,1,1	20073	第七层	指挥等级1级解锁	16	18	1	313103400	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110341	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	107,10	800002000	0	50,-50	animation	64	41	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第7层	通关提升运原素获取效率<color=#00D900>19%</color>	9	2	0	0	18	0
18	102	8	12	0	501108	0	20083	1,1,1|1,1,1|1,1,1|1,1,1	20083	第八层	指挥等级1级解锁	17	19	1	313100900	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110091	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	108,10	800002000	0	50,-50	animation	72	45	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第8层	通关提升运原素获取效率<color=#00D900>13%</color>	9	2	0	0	18	0
19	102	9	12	0	501109	0	20093	1,1,1|1,1,1|1,1,1|1,1,1	20093	第九层	指挥等级1级解锁	18	20	1	313101000	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110101	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	109,10	800002000	0	50,-50	animation	79	50	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第9层	通关提升运原素获取效率<color=#00D900>10%</color>	9	2	0	0	18	0
20	102	10	12	0	501110	0	20103	1,1,1|1,1,1|1,1,1|1,1,1	20103	第十层	指挥等级1级解锁	19	36	1	313103600	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110361	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	110,10	800002000	0	50,-50	animation	87	56	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第10层	通关提升运原素获取效率<color=#00D900>10%</color>	9	2	0	0	18	0
36	102	11	12	0	501111	0	20113	1,1,1|1,1,1|1,1,1|1,1,1	20113	第十一层	指挥等级1级解锁	20	37	1	313100800	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110081	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	111,10	800002000	0	50,-50	animation	95	64	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第6层	通关提升运原素获取效率<color=#00D900>9%</color>	9	2	0	0	27	0
37	102	12	12	0	501112	0	20123	1,1,1|1,1,1|1,1,1|1,1,1	20123	第十二层	指挥等级1级解锁	36	38	1	313103400	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110341	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	112,10	800002000	0	50,-50	animation	103	70	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第7层	通关提升运原素获取效率<color=#00D900>8%</color>	9	2	0	0	27	0
38	102	13	12	0	501113	0	20133	1,1,1|1,1,1|1,1,1|1,1,1	20133	第十三层	指挥等级1级解锁	37	39	1	313100900	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110091	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	113,10	800002000	0	50,-50	animation	111	76	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第8层	通关提升运原素获取效率<color=#00D900>8%</color>	9	2	0	0	27	0
39	102	14	12	0	501114	0	20143	1,1,1|1,1,1|1,1,1|1,1,1	20143	第十四层	指挥等级1级解锁	38	40	1	313101000	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110101	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	114,10	800002000	0	50,-50	animation	119	82	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第9层	通关提升运原素获取效率<color=#00D900>7%</color>	9	2	0	0	27	0
40	102	15	12	0	501115	0	20153	1,1,1|1,1,1|1,1,1|1,1,1	20153	第十五层	指挥等级1级解锁	39	0	1	313103600	110061	idle_loop	 	340440101	二号怪人	大脑外露的具有螳螂特征的怪人。	110361	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	115,10	800002000	0	50,-50	animation	127	88	3	4,6,11,12,15	我方单体伤害翻倍	0	8	2	怪人研究所-运势第10层	通关提升运原素获取效率<color=#00D900>6%</color>	9	2	0	0	27	0
21	103	1	12	0	501201	0	20012	1,1,1|1,1,1|1,1,1|1,1,1	20012	第一层	指挥等级1级解锁	0	22	1	313101900	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110192	1	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	101,0	800002000	0	50,-50	animation	18	0	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第1层	通关可获得智原素	39	8	0	0	48	0
22	103	2	12	0	501202	0	20022	1,1,1|1,1,1|1,1,1|1,1,1	20022	第二层	指挥等级1级解锁	21	23	1	313102000	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110202	1	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	102,0	800002000	0	50,-50	animation	25	13	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第2层	通关提升智原素获取效率<color=#00D900>39%</color>	39	8	0	0	6	0
23	103	3	12	0	501203	0	20032	1,1,1|1,1,1|1,1,1|1,1,1	20032	第三层	指挥等级1级解锁	22	24	1	313100700	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110073	1	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	103,0	800002000	0	50,-50	animation	32	20	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第3层	通关提升智原素获取效率<color=#00D900>28%</color>	39	8	1	1210004	8	0
24	103	4	12	0	501204	0	20042	1,1,1|1,1,1|1,1,1|1,1,1	20042	第四层	指挥等级1级解锁	23	25	1	313100600	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110061	1	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	104,10	800002000	0	50,-50	animation	39	26	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第4层	通关提升智原素获取效率<color=#00D900>22%</color>	39	8	0	0	12	0
25	103	5	12	0	501205	0	20052	1,1,1|1,1,1|1,1,1|1,1,1	20052	第五层	指挥等级1级解锁	24	26	1	313100500	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110051	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	105,10	800002000	0	50,-50	animation	46	35	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第5层	通关提升智原素获取效率<color=#00D900>18%</color>	39	8	0	0	12	0
26	103	6	12	0	501206	0	20062	1,1,1|1,1,1|1,1,1|1,1,1	20062	第六层	指挥等级1级解锁	25	27	1	313100800	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110081	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	106,10	800002000	0	50,-50	animation	54	36	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第6层	通关提升智原素获取效率<color=#00D900>17%</color>	39	8	1	1210007	12	0
27	103	7	12	0	501207	0	20072	1,1,1|1,1,1|1,1,1|1,1,1	20072	第七层	指挥等级1级解锁	26	28	1	313103400	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110341	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	107,10	800002000	0	50,-50	animation	64	41	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第7层	通关提升智原素获取效率<color=#00D900>19%</color>	39	8	0	0	18	0
28	103	8	12	0	501208	0	20082	1,1,1|1,1,1|1,1,1|1,1,1	20082	第八层	指挥等级1级解锁	27	29	1	313100900	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110091	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	108,10	800002000	0	50,-50	animation	72	45	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第8层	通关提升智原素获取效率<color=#00D900>13%</color>	39	8	0	0	18	0
29	103	9	12	0	501209	0	20092	1,1,1|1,1,1|1,1,1|1,1,1	20092	第九层	指挥等级1级解锁	28	30	1	313101000	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110101	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	109,10	800002000	0	50,-50	animation	79	50	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第9层	通关提升智原素获取效率<color=#00D900>10%</color>	39	8	0	0	18	0
30	103	10	12	0	501210	0	20102	1,1,1|1,1,1|1,1,1|1,1,1	20102	第十层	指挥等级1级解锁	29	41	1	313103600	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110361	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	110,10	800002000	0	50,-50	animation	87	56	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第10层	通关提升智原素获取效率<color=#00D900>10%</color>	39	8	0	0	18	0
41	103	11	12	0	501211	0	20112	1,1,1|1,1,1|1,1,1|1,1,1	20112	第十一层	指挥等级1级解锁	30	42	1	313100800	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110081	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	111,10	800002000	0	50,-50	animation	95	64	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第6层	通关提升智原素获取效率<color=#00D900>9%</color>	39	8	0	0	27	0
42	103	12	12	0	501212	0	20122	1,1,1|1,1,1|1,1,1|1,1,1	20122	第十二层	指挥等级1级解锁	41	43	1	313103400	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110341	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	112,10	800002000	0	50,-50	animation	103	70	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第7层	通关提升智原素获取效率<color=#00D900>8%</color>	39	8	0	0	27	0
43	103	13	12	0	501213	0	20132	1,1,1|1,1,1|1,1,1|1,1,1	20132	第十三层	指挥等级1级解锁	42	44	1	313100900	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110091	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	113,10	800002000	0	50,-50	animation	111	76	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第8层	通关提升智原素获取效率<color=#00D900>8%</color>	39	8	0	0	27	0
44	103	14	12	0	501214	0	20142	1,1,1|1,1,1|1,1,1|1,1,1	20142	第十四层	指挥等级1级解锁	43	45	1	313101000	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110101	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	114,10	800002000	0	50,-50	animation	119	82	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第9层	通关提升智原素获取效率<color=#00D900>7%</color>	39	8	0	0	27	0
45	103	15	12	0	501215	0	20152	1,1,1|1,1,1|1,1,1|1,1,1	20152	第十五层	指挥等级1级解锁	44	0	1	313103600	110051	idle_loop	 	340440105	三号怪人	全身装备厚重装甲的、具有大猩猩特征的怪人，喜欢以机器人的语调装酷。	110361	0	0	0	0	 	均衡@均衡掉落|智慧@智原素掉落会更多|运势@运原素掉落会更多|力量@力原素掉落会更多	115,10	800002000	0	50,-50	animation	127	88	3	4,6,11,12,15	我方单体伤害翻倍	0	9	2	怪人研究所-智慧第10层	通关提升智原素获取效率<color=#00D900>6%</color>	39	8	0	0	27	0
101	201	1	12	0	502001	0	30013	1,1,1,1|1,1,1|1,1,1|1,1,1	30013	第一层	指挥等级27级解锁	0	102	27	0	1002811	idle_loop	 	340441009	9	340442009	1003711	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	201,0	0	1	0	 	0	1	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第1层	 	6	2	0	0	0	340442201
