id	type	outPutId	
797	10	400203
798	10	400204
799	10	400205
800	10	400206
801	10	400301
802	10	400302
803	10	400303
804	10	400304
805	10	400305
806	10	400306
807	10	400401
808	10	400402
809	10	400403
810	10	400404
811	10	400405
812	10	400406
813	10	400501
814	10	400502
815	10	400503
816	10	400504
817	10	400505
818	10	400506
819	10	400601
820	10	400602
821	10	400603
822	10	400604
823	10	400605
824	10	400606
825	10	400701
826	10	400702
827	10	400703
828	10	400704
829	10	400705
830	10	400706
831	10	400801
832	10	400802
833	10	400803
834	10	400804
835	10	400805
836	10	400806
837	10	400901
838	10	400902
839	10	400903
840	10	400904
841	10	400905
842	10	400906
843	10	401001
844	10	401002
845	10	401003
846	10	401004
847	10	401005
848	10	401006
849	10	402101
850	10	402102
851	10	402103
852	10	402104
853	10	402105
854	10	402106
855	10	403901
856	10	403902
857	10	403903
858	10	403904
859	10	403905
860	10	403906
861	12	1120001
862	12	1120002
863	12	1120003
864	12	1120004
865	12	1120005
866	12	1120006
867	12	1120018
868	12	1110010
869	12	1230001
870	13	1120001
871	13	1120002
872	13	1120003
873	13	1120004
874	13	1120005
875	13	1120006
876	13	1120018
877	13	1110010
878	13	1230001
879	14	1120001
880	14	1120002
881	14	1120003
882	14	1120004
883	14	1120005
884	14	1120006
885	14	1120018
886	14	1110010
887	14	1230001
888	15	1120001
889	15	1120002
890	15	1120003
891	15	1120004
892	15	1120005
893	15	1120006
894	15	1120018
895	15	1110010
896	15	1230001
897	16	110101
898	16	110201
899	16	110301
900	16	110401
901	16	110501
902	16	110601
903	16	110701
904	16	110801
905	16	110901
906	16	111001
907	16	111101
908	16	111201
909	16	111301
910	16	111401
911	16	111501
912	16	210101
913	16	210201
914	16	210301
915	16	210401
916	16	210501
917	16	220101
918	16	220201
919	16	220301
920	16	220401
921	16	220501
922	16	110102
923	16	110202
924	16	110302
925	16	110402
926	16	110502
927	16	110602
928	16	110702
929	16	110802
930	16	110902
931	16	111002
932	16	111102
933	16	111202
934	16	111302
935	16	111402
936	16	111502
937	16	210102
938	16	210202
939	16	210302
940	16	210402
941	16	210502
942	16	220102
943	16	220202
944	16	220302
945	16	220402
946	16	220502
947	16	110103
948	16	110203
949	16	110303
950	16	110403
951	16	110503
952	16	110603
953	16	110703
954	16	110803
955	16	110903
956	16	111003
957	16	111103
958	16	111203
959	16	111303
960	16	111403
961	16	111503
962	16	210103
963	16	210203
964	16	210303
965	16	210403
966	16	210503
967	16	220103
968	16	220203
969	16	220303
970	16	220403
971	16	220503
972	16	110104
973	16	110204
974	16	110304
975	16	110404
976	16	110504
977	16	110604
978	16	110704
979	16	110804
980	16	110904
981	16	111004
982	16	111104
983	16	111204
984	16	111304
985	16	111404
986	16	111504
987	16	210104
988	16	210204
989	16	210304
990	16	210404
991	16	210504
992	16	220104
993	16	220204
994	16	220304
995	16	220404
996	16	220504
997	16	110105
998	16	110205
999	16	110305
1000	16	110405
1001	16	110505
1002	16	110605
1003	16	110705
1004	16	110805
1005	16	110905
1006	16	111005
1007	16	111105
1008	16	111205
1009	16	111305
1010	16	111405
1011	16	111505
1012	16	210105
1013	16	210205
1014	16	210305
1015	16	210405
1016	16	210505
1017	16	220105
1018	16	220205
1019	16	220305
1020	16	220405
1021	16	220505
1022	16	110106
1023	16	110206
1024	16	110306
1025	16	110406
1026	16	110506
1027	16	110606
1028	16	110706
1029	16	110806
1030	16	110906
1031	16	111006
1032	16	111106
1033	16	111206
1034	16	111306
1035	16	111406
1036	16	111506
1037	16	210106
1038	16	210206
1039	16	210306
1040	16	210406
1041	16	210506
1042	16	220106
1043	16	220206
1044	16	220306
1045	16	220406
1046	16	220506
1047	16	110107
1048	16	110207
1049	16	110307
1050	16	110407
1051	16	110507
1052	16	110607
1053	16	110707
1054	16	110807
1055	16	110907
1056	16	111007
1057	16	111107
1058	16	111207
1059	16	111307
1060	16	111407
1061	16	111507
1062	16	210107
1063	16	210207
1064	16	210307
1065	16	210407
1066	16	210507
1067	16	220107
1068	16	220207
1069	16	220307
1070	16	220407
1071	16	220507
1072	16	110108
1073	16	110208
1074	16	110308
1075	16	110408
1076	16	110508
1077	16	110608
1078	16	110708
1079	16	110808
1080	16	110908
1081	16	111008
1082	16	111108
1083	16	111208
1084	16	111308
1085	16	111408
1086	16	111508
1087	16	210108
1088	16	210208
1089	16	210308
1090	16	210408
1091	16	210508
1092	16	220108
1093	16	220208
1094	16	220308
1095	16	220408
1096	16	220508
1097	16	110109
1098	16	110209
1099	16	110309
1100	16	110409
1101	16	110509
1102	16	110609
1103	16	110709
1104	16	110809
1105	16	110909
1106	16	111009
1107	16	111109
1108	16	111209
1109	16	111309
1110	16	111409
1111	16	111509
1112	16	210109
1113	16	210209
1114	16	210309
1115	16	210409
1116	16	210509
1117	16	220109
1118	16	220209
1119	16	220309
1120	16	220409
1121	16	220509
1122	16	110110
1123	16	110210
1124	16	110310
1125	16	110410
1126	16	110510
1127	16	110610
1128	16	110710
1129	16	110810
1130	16	110910
1131	16	111010
1132	16	111110
1133	16	111210
1134	16	111310
1135	16	111410
1136	16	111510
1137	16	210110
1138	16	210210
1139	16	210310
1140	16	210410
1141	16	210510
1142	16	220110
1143	16	220210
1144	16	220310
1145	16	220410
1146	16	220510
1147	17	200010
1148	17	200020
1149	17	201010
1150	17	201020
1151	17	201030
1152	17	201040
1153	17	202010
1154	17	202020
1155	17	202030
1156	17	202040
1157	17	203010
1158	17	203020
1159	17	203030
1160	17	203040
1161	17	203050
1162	17	204010
1163	17	204020
1164	17	204030
1165	17	204040
1166	17	204050
1167	17	204060
1168	17	205010
1169	17	205020
1170	17	205030
1171	17	205040
1172	17	205050
1173	17	205060
1174	17	206010
1175	17	206020
1176	17	206030
1177	17	206040
1178	17	206050
1179	17	206060
1180	17	207010
1181	17	207020
1182	17	207030
1183	17	207040
1184	17	207050
1185	17	207060
1186	17	208010
1187	17	208020
1188	17	208030
1189	17	208040
1190	17	208050
1191	17	208060
1192	17	209010
1193	17	209020
1194	17	209030
1195	17	209040
1196	17	209050
1197	17	209060
1198	17	210010
1199	17	210020
1200	17	210030
1201	17	210040
1202	17	210050
1203	17	210060
1204	17	211010
1205	17	211020
1206	17	211030
1207	17	211040
1208	17	211050
1209	17	211060
1210	17	212010
1211	17	212020
1212	17	212030
1213	17	212040
1214	17	212050
1215	17	212060
1216	17	213010
1217	17	213020
1218	17	213030
1219	17	213040
1220	17	213050
1221	17	213060
1222	17	214010
1223	17	214020
1224	17	214030
1225	17	214040
1226	17	214050
1227	17	214060
1228	17	215010
1229	17	215020
1230	17	215030
1231	17	215040
1232	17	215050
1233	17	215060
1234	17	216010
1235	17	216020
1236	17	216030
1237	17	216040
1238	17	216050
1239	17	216060
1240	17	217010
1241	17	217020
1242	17	217030
1243	17	217040
1244	17	217050
1245	17	217060
1246	17	218010
1247	17	218020
1248	17	218030
1249	17	218040
1250	17	218050
1251	17	218060
1252	17	219010
1253	17	219020
1254	17	219030
1255	17	219040
1256	17	219050
1257	17	219060
1258	17	220010
1259	17	220020
1260	17	220030
1261	17	220040
1262	17	220050
1263	17	220060
1264	17	221010
1265	17	221020
1266	17	221030
1267	17	221040
1268	17	221050
1269	17	221060
1270	17	222010
1271	17	222020
1272	17	222030
1273	17	222040
1274	17	222050
1275	17	222060
1276	17	223010
1277	17	223020
1278	17	223030
1279	17	223040
1280	17	223050
1281	17	223060
1282	17	224010
1283	17	224020
1284	17	224030
1285	17	224040
1286	17	224050
1287	17	224060
1288	17	225010
1289	17	225020
1290	17	225030
1291	17	225040
1292	17	225050
1293	17	225060
1294	17	226010
1295	17	226020
1296	17	226030
1297	17	226040
1298	17	226050
1299	17	226060
1300	17	227010
1301	17	227020
1302	17	227030
1303	17	227040
1304	17	227050
1305	17	227060
1306	17	228010
1307	17	228020
1308	17	228030
1309	17	228040
1310	17	228050
1311	17	228060
1312	17	229010
1313	17	229020
1314	17	229030
1315	17	229040
1316	17	229050
1317	17	229060
1318	17	230010
1319	17	230020
1320	17	230030
1321	17	230040
1322	17	230050
1323	17	230060
1324	17	501001
1325	17	501002
1326	17	501003
1327	17	501004
1328	17	501005
1329	17	501006
1330	17	501007
1331	17	501008
1332	17	501009
1333	17	501010
1334	17	502001
1335	17	502002
1336	17	502003
1337	17	502004
1338	17	502005
1339	17	502006
1340	17	502007
1341	17	502008
1342	17	502009
1343	17	502010
1344	17	502011
1345	17	502012
1346	17	502013
1347	17	502014
1348	17	502015
1349	17	502016
1350	17	502017
1351	17	502018
1352	17	502019
1353	17	502020
1354	17	503001
1355	17	503002
1356	17	503003
1357	17	503004
1358	17	503005
1359	17	503006
1360	17	503007
1361	17	503008
1362	17	503009
1363	17	503010
1364	17	503011
1365	17	503012
1366	17	503013
1367	17	503014
1368	17	503015
1369	17	503016
1370	17	503017
1371	17	503018
1372	17	503019
1373	17	503020
1374	17	200010
1375	17	200020
1376	17	201010
1377	17	201020
1378	17	201030
1379	17	201040
1380	17	202010
1381	17	202020
1382	17	202030
1383	17	202040
1384	17	203010
1385	17	203020
1386	17	203030
1387	17	203040
1388	17	203050
1389	17	204010
1390	17	204020
1391	17	204030
1392	17	204040
1393	17	204050
1394	17	204060
1395	17	205010
1396	17	205020
1397	17	205030
1398	17	205040
1399	17	205050
1400	17	205060
1401	17	206010
1402	17	206020
1403	17	206030
1404	17	206040
1405	17	206050
1406	17	206060
1407	17	207010
1408	17	207020
1409	17	207030
1410	17	207040
1411	17	207050
1412	17	207060
1413	17	208010
1414	17	208020
1415	17	208030
1416	17	208040
1417	17	208050
1418	17	208060
1419	17	209010
1420	17	209020
1421	17	209030
1422	17	209040
1423	17	209050
1424	17	209060
1425	17	210010
1426	17	210020
1427	17	210030
1428	17	210040
1429	17	210050
1430	17	210060
1431	17	211010
1432	17	211020
1433	17	211030
1434	17	211040
1435	17	211050
1436	17	211060
1437	17	212010
1438	17	212020
1439	17	212030
1440	17	212040
1441	17	212050
1442	17	212060
1443	17	213010
1444	17	213020
1445	17	213030
1446	17	213040
1447	17	213050
1448	17	213060
1449	17	214010
1450	17	214020
1451	17	214030
1452	17	214040
1453	17	214050
1454	17	214060
1455	17	215010
1456	17	215020
1457	17	215030
1458	17	215040
1459	17	215050
1460	17	215060
1461	17	216010
1462	17	216020
1463	17	216030
1464	17	216040
1465	17	216050
1466	17	216060
1467	17	217010
1468	17	217020
1469	17	217030
1470	17	217040
1471	17	217050
1472	17	217060
1473	17	218010
1474	17	218020
1475	17	218030
1476	17	218040
1477	17	218050
1478	17	218060
1479	17	219010
1480	17	219020
1481	17	219030
1482	17	219040
1483	17	219050
1484	17	219060
1485	17	220010
1486	17	220020
1487	17	220030
1488	17	220040
1489	17	220050
1490	17	220060
1491	17	221010
1492	17	221020
1493	17	221030
1494	17	221040
1495	17	221050
1496	17	221060
1497	17	222010
1498	17	222020
1499	17	222030
1500	17	222040
1501	17	222050
1502	17	222060
1503	17	223010
1504	17	223020
1505	17	223030
1506	17	223040
1507	17	223050
1508	17	223060
1509	17	224010
1510	17	224020
1511	17	224030
1512	17	224040
1513	17	224050
1514	17	224060
1515	17	225010
1516	17	225020
1517	17	225030
1518	17	225040
1519	17	225050
1520	17	225060
1521	17	226010
1522	17	226020
1523	17	226030
1524	17	226040
1525	17	226050
1526	17	226060
1527	17	227010
1528	17	227020
1529	17	227030
1530	17	227040
1531	17	227050
1532	17	227060
1533	17	228010
1534	17	228020
1535	17	228030
1536	17	228040
1537	17	228050
1538	17	228060
1539	17	229010
1540	17	229020
1541	17	229030
1542	17	229040
1543	17	229050
1544	17	229060
1545	17	230010
1546	17	230020
1547	17	230030
1548	17	230040
1549	17	230050
1550	17	230060
1551	17	501001
1552	17	501002
1553	17	501003
1554	17	501004
1555	17	501005
1556	17	501006
1557	17	501007
1558	17	501008
1559	17	501009
1560	17	501010
1561	17	502001
1562	17	502002
1563	17	502003
1564	17	502004
1565	17	502005
1566	17	502006
1567	17	502007
1568	17	502008
1569	17	502009
1570	17	502010
1571	17	502011
1572	17	502012
1573	17	502013
1574	17	502014
1575	17	502015
1576	17	502016
1577	17	502017
1578	17	502018
1579	17	502019
1580	17	502020
1581	17	503001
1582	17	503002
1583	17	503003
1584	17	503004
1585	17	503005
1586	17	503006
1587	17	503007
1588	17	503008
1589	17	503009
1590	17	503010
1591	17	503011
1592	17	503012
1593	17	503013
1594	17	503014
1595	17	503015
1596	17	503016
1597	17	503017
1598	17	503018
1599	17	503019
1600	17	503020
1601	17	504101
1602	17	504102
1603	17	504103
1604	17	504104
1605	17	504105
1606	17	504106
1607	17	504107
1608	17	504108
1609	17	504109
1610	17	504110
1611	17	504111
1612	17	504112
1613	17	504113
1614	17	504114
1615	17	504115
1616	17	504116
1617	17	504117
1618	17	504118
1619	17	504119
1620	17	504120
1621	17	504201
1622	17	504202
1623	17	504203
1624	17	504204
1625	17	504205
1626	17	504206
1627	17	504207
1628	17	504208
1629	17	504209
1630	17	504210
1631	17	504301
1632	17	504302
1633	17	504303
1634	17	504304
1635	17	504305
1636	17	504306
1637	17	504307
1638	17	504308
1639	17	504309
1640	17	504310
1641	17	504311
1642	17	504312
1643	17	504313
1644	17	504314
1645	17	504315
1646	17	504316
1647	17	504317
1648	17	504318
1649	17	504319
1650	17	504320
