id	sprite	atlas	des	
340120010	ui_shengji_0	301000030	升级数字0
340120011	ui_zhujiemian_icon_1	301000030	升级界面图标1
340120012	ui_zhujiemian_icon_2	301000030	升级界面图标2
340120013	ui_zhujiemian_icon_3	301000030	升级界面图标3
340120014	ui_zhujiemian_icon_4	301000030	升级界面图标4
340120015	ui_zhujiemian_icon_5	301000030	升级界面图标5
340130001	ui_yiwen_event_0	301000039	异闻调查
340130002	ui_yiwen_event_1	301000039	异闻调查
340130003	ui_yiwen_event_2	301000039	异闻调查
340130101	ui_yiwen_jaingli_tubiao_1	301000039	异闻调查
340130102	ui_yiwen_jaingli_tubiao_2	301000039	异闻调查
340130103	ui_yiwen_jaingli_tubiao_3	301000039	异闻调查
340130201	ui_yiwen_guanqia_xian_1	301000039	异闻调查
340130202	ui_yiwen_guanqia_xian_1s	301000039	异闻调查
340130203	ui_yiwen_guanqia_xian_2	301000039	异闻调查
340130204	ui_yiwen_guanqia_xian_2s	301000039	异闻调查
340140001	ui_zhujiemian_icon_1	301000006	主界面图标
340140002	ui_zhujiemian_icon_2	301000006	主界面图标
340140003	ui_zhujiemian_icon_3	301000006	主界面图标
340140004	ui_zhujiemian_icon_4	301000006	主界面图标
340140005	ui_zhujiemian_icon_5	301000006	主界面图标
340140006	ui_zhujiemian_icon_6	301000006	主界面图标
340140101	ui_zhujiemian_wanfa_baridenglu	301000006	主界面图标
340140102	ui_zhujiemian_wanfa_huodong	301000006	主界面图标
340140103	ui_zhujiemian_wanfa_meirizhanbu	301000006	主界面图标
340150001	ui_qiyujia_peng_icon_shijian	301000022	埼玉家小游戏碰撞
340150002	ui_qiyujia_peng_icon_zhongji	301000022	埼玉家小游戏碰撞
340160101	ui_qiangzhe_xuanze_moshi_1	301000031	齿轮上的文字
340160102	ui_qiangzhe_xuanze_moshi_2	301000031	齿轮上的文字
340160103	ui_qiangzhe_xuanze_moshi_3	301000031	齿轮上的文字
340160104	ui_qiangzhe_xuanze_nandu_1	301000031	齿轮上的文字
340160105	ui_qiangzhe_xuanze_nandu_2	301000031	齿轮上的文字
340160106	ui_qiangzhe_xuanze_nandu_3	301000031	齿轮上的文字
340160201	ui_qiangzhe_biaoti_1	301000031	大标题文字
340160202	ui_qiangzhe_biaoti_2	301000031	大标题文字
340160203	ui_qiangzhe_biaoti_3	301000031	大标题文字
340160204	ui_qiangzhe_nandu_1	301000031	小标题文字
340160205	ui_qiangzhe_nandu_2	301000031	小标题文字
340160206	ui_qiangzhe_nandu_3	301000031	小标题文字
340270001	ui_shetuan_biaoqian_S	301000027	标签S
340270002	ui_shetuan_biaoqian_A	301000027	标签A
340270003	ui_shetuan_biaoqian_B	301000027	标签B
340270004	ui_shetuan_biaoqian_C	301000027	标签C
340270101	ui_shetuan_pic_fuli	301000027	社团
340270200	ui_shetuan_baoxiang_0	301000027	社团箱子_白
340270201	ui_shetuan_baoxiang_1	301000027	社团箱子_绿
340270202	ui_shetuan_baoxiang_2	301000027	社团箱子_蓝
340270203	ui_shetuan_baoxiang_3	301000027	社团箱子_紫
340270204	ui_shetuan_baoxiang_4	301000027	社团箱子_金
340320001	ui_pvp_txt_1	301000032	一
340320002	ui_pvp_txt_2	301000032	二
340320003	ui_pvp_txt_3	301000032	三
340320004	ui_pvp_txt_4	301000032	四
340320005	ui_pvp_txt_5	301000032	五
340320006	ui_pvp_txt_6	301000032	六
340330101	ui_zhangjiekaiqi_zhangjie_01	301000033	章节开启-数字1
340330102	ui_zhangjiekaiqi_zhangjie_02	301000033	章节开启-数字2
340330103	ui_zhangjiekaiqi_zhangjie_03	301000033	章节开启-数字3
340330104	ui_zhangjiekaiqi_zhangjie_04	301000033	章节开启-数字4
340330105	ui_zhangjiekaiqi_zhangjie_05	301000033	章节开启-数字5
340330106	ui_zhangjiekaiqi_zhangjie_06	301000033	章节开启-数字6
340330107	ui_zhangjiekaiqi_zhangjie_07	301000033	章节开启-数字7
340330108	ui_zhangjiekaiqi_zhangjie_08	301000033	章节开启-数字8
340330109	ui_zhangjiekaiqi_zhangjie_09	301000033	章节开启-数字9
340330110	ui_zhangjiekaiqi_zhangjie_10	301000033	章节开启-数字10
340360001	ui_common_daoju_0	301000036	底图
340360002	ui_common_daoju_1	301000036	底图
340360003	ui_common_daoju_2	301000036	底图
340360004	ui_common_daoju_3	301000036	底图
340360005	ui_common_daoju_4	301000036	底图
340360101	ui_common_card_pinzhi_1	301000036	标签C
340360102	ui_common_card_pinzhi_2	301000036	标签B
340360103	ui_common_card_pinzhi_3	301000036	标签A
340360104	ui_common_card_pinzhi_4	301000036	标签S
340360105	ui_common_card_pinzhi_5	301000036	标签SP
340360191	ui_common_touxiangkuang_mask_1	301000036	标签C时候的遮罩
340360192	ui_common_touxiangkuang_mask_2	301000036	标签B时候的遮罩
340360193	ui_common_touxiangkuang_mask_3	301000036	标签A时候的遮罩
340360194	ui_common_touxiangkuang_mask_4	301000036	标签S时候的遮罩
340360195	ui_common_touxiangkuang_mask_5	301000036	标签SP时候的遮罩
340360200	ui_common_card_star_0	301000036	通用星星_底
340360201	ui_common_card_star_1	301000036	通用星星_黄
340360202	ui_common_card_star_2	301000036	通用星星_蓝
340360203	ui_common_card_star_3	301000036	通用星星_灰
340360301	ui_common_touxiangkaung_1	301000036	卡牌头像底图_绿
340360302	ui_common_touxiangkaung_2	301000036	卡牌头像底图_蓝
340360303	ui_common_touxiangkaung_3	301000036	卡牌头像底图_紫
340360304	ui_common_touxiangkaung_4	301000036	卡牌头像底图_黄
340360400	ui_common_card_juexing	301000068	觉醒
340360401	ui_common_card_juexing_1	301000068	觉醒数字1
340360402	ui_common_card_juexing_2	301000068	觉醒数字2
340360403	ui_common_card_juexing_3	301000068	觉醒数字3
340360404	ui_common_card_juexing_4	301000068	觉醒数字4
340360405	ui_common_card_juexing_5	301000068	觉醒数字5
340360406	ui_common_card_juexing_6	301000068	觉醒数字6
340360410	ui_common_card_juexing_07	301000068	觉醒
340360411	ui_common_card_juexing_01	301000068	觉醒数字1
340360412	ui_common_card_juexing_02	301000068	觉醒数字2
340360413	ui_common_card_juexing_03	301000068	觉醒数字3
340360414	ui_common_card_juexing_04	301000068	觉醒数字4
340360415	ui_common_card_juexing_05	301000068	觉醒数字5
340360416	ui_common_card_juexing_06	301000068	觉醒数字6
340360420	ui_common_card_juexing_17	301000068	觉醒
340360421	ui_common_card_juexing_11	301000068	觉醒数字1
340360422	ui_common_card_juexing_12	301000068	觉醒数字2
340360423	ui_common_card_juexing_13	301000068	觉醒数字3
340360424	ui_common_card_juexing_14	301000068	觉醒数字4
340360425	ui_common_card_juexing_15	301000068	觉醒数字5
340360426	ui_common_card_juexing_16	301000068	觉醒数字6
340360430	ui_common_card_juexing_37	301000068	觉醒
340360431	ui_common_card_juexing_31	301000068	觉醒数字1
340360432	ui_common_card_juexing_32	301000068	觉醒数字2
340360433	ui_common_card_juexing_33	301000068	觉醒数字3
