id	name	unlockType	unlockPara	unlockPara2	lineupId	lineupLimit	isOnlineBattle	BgmId	openType	openPara	guideId	icon	des	timeDes	rewardId	openLimitDes	turnId	lineupTeamId	saveBattleLog	dayLimit	weekLimit	activityIcon	activityName	bgColour	activityreward	teamLv	help	noPrelock	
73	弗莱士特辑	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	828	0
74	万圣节登录	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	835	0
75	累计充值	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	813	0
76	限时登录	1	1	0	0	0	0	0	3	 	0	0	 	 	 	等级1级后解锁	0	0	0	0	0	 	 	 		 	835	0
77	定时伙食	1	2	0	0	0	0	0	0	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	349010052	 	 		 	811	0
78	协会测验（暂弃）	4	206060	0	0	0	0	0	0	 	0	0	参与协会测验，可获得角色情报的奖励	 	 	通关全息调查第六章解锁	30	0	0	6	0	349010022	340570004	321001601|000000,654300|ce4600,fe9709		 	0	0
79	成长基金	1	2	0	0	0	0	0	0	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	806	0
80	异闻基金	1	2	0	0	0	0	0	0	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	807	0
81	首充	1	2	0	0	0	0	0	0	 	0	340460108	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	0	0
82	强者之梦	1	40	0	50	0	1	0	0	0	0	340460008	挑战梦境模拟装置，面对强者吧！可在此获得角色情报，稀有源核等珍贵道具。	 	 	等级40级后解锁	20	0	0	0	0	349010009	340570007	321000701|000000,6d066d|6b039d,e04bfe	2110003,2120005,1120001	 	0	0
83	签到	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	0	0
84	武道大会（活动）	1	18	0	0	0	0	0	3	 	0	0	 	 	 	等级18级后解锁	0	0	0	0	0	 	 	 		 	819	0
85	剑盾挑战	1	26	0	0	0	0	0	3	 	0	0	 	 	 	等级26级后解锁	0	0	0	0	0	 	 	 		 	839	0
86	清理城市	3	17	1	0	0	0	0	0	 	0	0	 	 	 	 	0	0	0	0	0	315001004	 	 	 	 	0	0
87	清理城市（陷阱）	3	1	1	0	0	1	0	0	 	0	0	 	 	 	 	0	0	0	0	0	315001004	 	 	 	 	0	0
88	清理城市（boss）	3	1	1	0	0	1	0	0	 	0	0	 	 	 	 	0	0	0	0	0	315001004	 	 	 	 	0	0
89	分解	5	1	0	0	0	0	0	0	 	0	0	 	 	 	任意角色满星后获得新情报解锁	0	0	0	0	0	 	 	 		 	0	0
90	还原	1	10	0	0	0	0	0	0	 	0	0	 	 	 	 	0	0	0	0	0	 	 	 		 	0	0
91	限定招募	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	349010027	 	 		 	830	0
92	招募活动	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	829	0
93	社团红包	3	17	1	0	0	1	0	0	 	0	0	 	 	 	 	0	0	0	0	0	315001004	 	 	 	 	0	0
94	专属返利	1	2	0	0	0	0	0	0	 	0	0	 	 	 	 	0	0	0	0	0	 	 	 	 	 	826	0
95	电子斗技	1	40	0	0	0	0	0	0	 	0	0	 	 	 	等级40级后解锁	0	0	0	0	0	 	 	 		 	0	0
96	公平斗技	1	40	0	0	0	0	0	0	 	0	0	绝对公平PVP	 	 	等级40级后解锁	0	0	1	0	0	 	 	 	 	 	0	0
97	3v3斗技	1	40	0	0	0	0	0	0	 	0	0	轮选三人战	 	 	等级40级后解锁	0	0	1	0	0	 	 	 	 	 	0	0
98	轻食集贴	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级2级后解锁	0	0	1	0	0	 	 	 	 	 	0	0
99	购物券挑战	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	817	0
100	购物券兑换	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	818	0
101	连续礼包	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	814	0
102	角色收集	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	815	0
103	推荐礼包	1	2	0	0	0	0	0	0	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	0	0
104	巅峰对决	1	45	0	0	0	0	0	3	 	0	0	 	 	 	等级18级后解锁	0	0	0	0	0	 	 	 		 	0	0
105	日常任务	1	15	0	0	0	0	0	0	0	0	0	 	 	 	等级15级后解锁	0	0	0	0	0	315001004	 	 		 	0	0
106	周常任务	1	15	0	0	0	0	0	0	0	0	0	 	 	 	等级15级后解锁	0	0	0	0	0	315001004	 	 		 	0	0
107	积分兑换	1	1	0	0	0	0	0	0	0	0	0	积分兑换商店	 	 	等级1级后解锁	0	0	0	0	0	349010014	 	 		 	0	0
108	福利	1	2	0	0	0	0	0	0	0	0	0	 	 	 	等级2级后解锁		0	0	0	0	315001004	 	 		 	0	0
109	预约招募	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁		0	0	0	0	 	 	 		 	801	0
110	后勤速递	1	2	0	0	0	0	0	0	0	0	0	 	 	 	等级2级后解锁		0	0	0	0	 	 	 		 	809	0
111	进阶	1	1	0	0	0	0	0	0	0	0	0	 	 	 	等级1级后解锁	0	0	0	0	0	349010036	 	 		 	0	0
112	表彰计划	1	42	0	0	0	0	0	3	0	0	0	 	 	 	等级42级后解锁	0	0	0	0	0	 	 	 	 	 	808	0
113	英雄拼图	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	803	0
114	社团互助	1	17	0	0	0	0	0	3	0	0	0	 	 	 	等级17级后解锁	0	0	0	0	0	 	 	 		 	823	0
115	社团修行	1	17	0	0	0	0	0	3	0	0	0	 	 	 	等级17级后解锁	0	0	0	0	0	 	 	 		 	825	0
116	社团试炼	1	17	0	0	0	0	0	3	0	0	0	 	 	 	等级17级后解锁	0	0	0	0	0	 	 	 		 	824	0
117	扭蛋机活动	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	0	0
118	探索活动	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	804	0
119	协会补给	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	820	0
120	协会委托	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	821	0
121	协会签到	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	0	0
122	战斗培训	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	836	0
123	战斗凭证兑换	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	837	0
124	整备计划	1	42	0	0	0	0	0	3	0	0	340460109	 	 	 	等级42级后解锁	0	0	0	0	0	349010036	 	 		 	833	0
125	盲盒机	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	802	0
126	生涯任务	1	40	0	0	0	0	0	0	0	0	0	 	 	 	等级40级后解锁	0	0	0	0	0	349010026	 	 		 	0	0
127	区域攻防	1	31	0	61	0	0	0	0	0	0	340460109	 	 	 	等级18级后解锁	0	0	0	0	0	349010036	 	 	 	 	0	0
128	钻石充值	1	1	0	0	0	0	0	3	0	0	0	 	 	 	等级1级后解锁	0	0	0	0	0	 	 	 		 	0	0
129	开发计划	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	816	0
130	招募预告	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	812	0
131	新手招募	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	834	0
132	定制礼包	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	812	0
133	六星SSR	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级2级后解锁	0	0	0	0	0	 	 	 		 	832	0
134	觉醒研究	6	7	6	0	0	0	0	0	0	0	0	 	 	 	等级7级后解锁	0	0	0	0	0	349010050	 	 		 	0	1
135	分解	6	7	6	0	0	0	0	0	0	0	0	 	 	 	等级7级后解锁	0	0	0	0	0	349010042	 	 	 	 	0	1
136	觉醒挑战	6	7	6	45	0	1	0	0	0	0	0	 	 	 	 	0	0	0	0	0	0	 	 	 	 	0	1
137	特别招募	1	1	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	0	0
138	精选	1	80	0	0	0	0	0	0	0	0	0	 	 	 	等级80级后解锁		0	0	0	0	 	 	 		 	0	0
139	二段觉醒	6	6	7	0	0	0	0	0	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	0	0
140	限定招募（预告+活动）	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	0	0
141	人物特辑	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	828	0
142	限定招募	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	349010027	 	 		 	830	0
143	招募活动	1	2	0	0	0	0	0	3	 	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	829	0
144	招募预告	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	 	 	 		 	812	0
145	累计充值-蚊娘出阵	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	349010034	 	 		 	838	0
146	巅峰争霸	1	45	0	71	0	0	0	0	0	0	340460109	 	 	 	等级18级后解锁	0	0	0	0	0	349010036	 	 	 	 	0	0
147	夺宝行动	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	349010034	 	 		 	812	0
148	夺宝行动商店	1	2	0	0	0	0	0	3	0	0	0	 	 	 	等级6级后解锁	0	0	0	0	0	349010034	 	 		 	812	0
