id	scheDuling	level	payLevel	rechargeShopId	score	freeGift	freeGiftShow	payGift	payGiftShow	redirectionId	
503	3	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
504	3	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
505	3	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
506	3	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
507	3	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
508	3	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
509	3	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
510	3	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
511	3	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
512	3	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
513	3	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
514	3	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
515	3	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
516	3	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
517	3	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
518	3	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
519	3	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
520	3	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
521	3	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
522	3	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
523	3	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
524	3	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
525	3	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
526	3	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
527	3	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
528	3	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
529	3	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
530	3	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
531	3	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
532	3	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
533	3	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
534	3	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
535	3	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
536	3	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
537	3	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
538	3	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
539	3	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
540	3	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
541	3	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
542	3	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
543	3	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
544	3	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
545	3	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
546	3	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
547	3	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
548	3	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
549	3	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
550	3	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
551	3	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
552	3	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
553	3	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
554	3	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
555	3	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
556	3	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
557	3	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
558	3	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
559	3	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
560	3	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
601	4	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
602	4	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
603	4	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
604	4	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
605	4	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
606	4	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
607	4	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
608	4	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
609	4	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
610	4	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
611	4	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
612	4	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
613	4	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
614	4	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
615	4	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
616	4	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
617	4	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
618	4	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
619	4	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
620	4	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
621	4	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
622	4	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
623	4	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
624	4	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
625	4	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
626	4	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
627	4	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
628	4	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
629	4	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
630	4	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
631	4	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
632	4	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
633	4	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
634	4	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
635	4	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
636	4	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
637	4	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
638	4	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
639	4	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
640	4	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
641	4	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
642	4	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
643	4	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
644	4	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
645	4	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
646	4	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
647	4	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
648	4	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
649	4	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
650	4	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
651	4	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
652	4	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
