id	type	typePara	grade	school	group	sequence	name	des	icon	itemList	limitType	limitPara	levelLowerLimit	levelUpperLimit	moneyType	price	priceShow	PrePriceShow	priceStepValue	timeType	activityID	startTime	endTime	specialEndTime	isShowTime	sloganType	startTimeTips	startTimeWord	endTimeTips	groupId	batch	rechargeShopId	rechargeShopId1	tabshow	herocondition	rechargecondition	firstCharge	followupCharge	autoOpenGift	extraShowItemId	OpenServiceActivity	
20200009	4	0	2	2	0	3	500彩钻	付费钻石	340570103	 	0	0	1	99	1120111	500	50	50	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10003	0	0	0	0	 	 	0	0	0
20200010	4	0	2	2	0	3	680彩钻	付费钻石	340570104	 	0	0	1	99	1120111	680	68	68	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10004	0	0	0	0	 	 	0	0	0
20200011	4	0	2	2	0	3	1280彩钻	付费钻石	340570105	 	0	0	1	99	1120111	1280	128	128	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10005	0	0	0	0	 	 	0	0	0
20200012	4	0	2	2	0	3	1980彩钻	付费钻石	340570106	 	0	0	1	99	1120111	1980	198	198	0	0	0	2018-11-08 00:00:00	2099-12-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10006	0	0	0	0	 	 	0	0	0
20200013	4	0	2	2	0	3	3280彩钻	付费钻石	340570107	 	0	0	1	99	1120111	3280	328	328	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10007	0	0	0	0	 	 	0	0	0
20200014	4	0	2	2	0	3	6480彩钻	付费钻石	340570108	 	0	0	1	99	1120111	6480	648	648	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10008	0	0	0	0	 	 	0	0	0
20200015	4	0	2	2	0	3	120彩钻	付费钻石	340570101	 	0	0	1	99	1120111	120	12	12	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10009	0	0	0	0	 	 	0	0	0
20200016	4	0	2	2	0	3	180彩钻	付费钻石	340570313	 	0	0	1	99	1120111	180	18	18	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	10010	0	0	0	0	 	 	0	0	0
20200026	5	0	2	2	0	1	高级万能情报周礼包	0	340571008	 	2	2	2	99	1120020	6480	6480	15000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20020	0	0	0	0	 	 	0	0	0
20200027	5	0	2	2	0	2	万能情报周礼包	0	340571024	 	2	2	2	99	1120020	3280	3280	7500	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20021	0	0	0	0	 	 	0	0	0
20200028	5	0	2	2	0	3	特级招募周礼包	0	340571012	 	2	2	2	99	1120020	6480	6480	8000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20022	0	0	0	0	 	 	0	0	0
20200029	5	0	2	2	0	4	高级招募周礼包	0	340571007	 	2	3	2	99	1120020	3280	3280	5000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20023	0	0	0	0	 	 	0	0	0
20200030	5	0	2	2	0	5	体力周礼包	0	340571023	 	2	1	2	99	1120020	680	680	1500	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20024	0	2	0	0	 	 	0	0	0
20200031	5	0	2	2	0	8	埼玉周礼包	0	340571018	 	2	5	2	99	1120020	300	300	800	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20025	0	0	0	0	 	 	0	0	0
20200038	5	0	2	2	0	1	超值日礼包	0	340571006	 	1	1	2	99	1120020	60	60	700	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20001	0	2	0	0	 	 	0	0	0
20200039	5	0	2	2	0	2	埼玉日礼包	0	340571017	 	1	1	2	99	1120020	120	120	1000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20003	0	1	0	0	 	 	0	0	0
20200041	6	0	2	2	0	2	招募礼	0	340571026	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20033	0	4	0	0	 	 	0	0	0
20200042	6	0	2	2	0	3	友谊礼	0	340571027	 	1	1	2	99	1120111	120	12	12	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20034	0	4	0	0	 	 	0	0	0
20200050	5	0	2	2	0	7	源核新人礼包	0	340571071	 	5	1	2	99	1120111	300	30	3000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20038	0	3	0	0	 	 	0	0	0
20200051	5	0	2	2	0	2	招募日礼包	0	340571039	 	1	1	2	99	1120020	300	300	1000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20044	0	0	0	0	 	 	0	0	0
20200053	5	0	2	2	0	8	高级埼玉周礼包	0	340571009	 	2	5	2	99	1120020	1280	1280	2000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20047	0	0	0	0	 	 	0	0	0
20200055	5	0	2	2	0	1	体力日礼包	0	340571022	 	1	1	2	99	1120020	180	180	1300	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20054	0	2	0	0	 	 	0	0	0
20200058	5	0	2	2	0	2	高级招募日礼包	0	340571011	 	1	1	2	99	1120020	1280	1280	2500	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20060	0	0	0	0	 	 	0	0	0
20200062	5	0	2	2	0	4	高级招募新人礼包	0	340571042	 	5	1	2	99	1120111	3280	3280	10000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20065	0	0	0	0	 	 	0	0	0
20200063	5	0	2	2	0	4	金属骑士新人礼包	0	340571014	 	5	1	2	99	1120111	6480	6480	30000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20066	0	1	0	0	 	 	0	0	0
20200064	5	0	2	2	0	4	万能情报新人礼包	0	340571013	 	5	2	2	99	1120111	6480	6480	30000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20067	0	0	0	0	 	 	0	0	0
20200065	5	0	2	2	0	4	招募新人礼包	0	340571042	 	5	1	2	99	1120111	680	680	9000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20068	0	3	0	0	 	 	0	0	0
20200066	6	0	2	2	0	1	升级礼1	0	340571034	 	1	1	23	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20285	0	4	0	0	 	 	0	0	0
20200067	6	0	2	2	0	1	升级礼2	0	340571034	 	1	1	26	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20286	0	4	0	0	 	 	0	0	0
20200068	6	0	2	2	0	1	升级礼3	0	340571034	 	1	1	31	99	1120111	300	30	30	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20287	0	4	0	0	 	 	0	0	0
20200069	6	0	2	2	0	1	升级礼4	0	340571034	 	1	1	36	99	1120111	680	68	68	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20288	0	4	0	0	 	 	0	0	0
20200070	6	0	2	2	0	1	升级礼5	0	340571034	 	1	1	41	99	1120111	980	98	98	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20289	0	4	0	0	 	 	0	0	0
20200071	6	0	2	2	0	1	升级礼6	0	340571034	 	1	1	46	99	1120111	980	98	98	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20290	0	4	0	0	 	 	0	0	0
20200072	6	0	2	2	0	1	升级礼7	0	340571034	 	1	1	51	99	1120111	1280	128	128	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20291	0	4	0	0	 	 	0	0	0
20200073	6	0	2	2	0	1	体力礼	0	340571028	 	1	1	2	99	1120111	60	6	6	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20076	0	4	0	0	 	 	0	0	0
20200074	6	0	2	2	0	1	源核礼1	0	340571051	 	1	1	2	99	1120111	120	12	12	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20077	0	4	0	0	 	 	0	0	0
20200075	6	0	2	2	0	1	源核礼2	0	340571054	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20078	0	4	0	0	 	 	0	0	0
20200076	6	0	2	2	0	1	源核礼3	0	340571053	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20079	0	4	0	0	 	 	0	0	0
20200077	5	0	2	2	0	2	免费日礼包	0	340571015	1120005,10|1120001,10000	1	1	2	99	1120005	0	0	0	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	0	0	0	0	0	 	 	0	0	0
20200078	5	0	2	2	0	1	免费周礼包	0	340571016	1120005,50|1120001,10000	2	1	2	99	1120005	0	0	0	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	0	0	0	0	0	 	 	0	0	0
20200081	6	0	2	2	0	4	豪华技能礼	0	340571079	 	1	1	2	99	1120111	6480	648	648	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20084	0	4	0	5000	 	 	0	0	0
20200082	6	0	2	2	0	4	高级招募礼	0	340571029	 	1	1	2	99	1120111	1280	128	128	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20085	0	4	0	2000	 	 	0	0	0
20200083	6	0	2	2	0	4	特级招募礼	0	340571030	 	1	1	2	99	1120111	6480	648	648	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20086	0	4	0	5000	 	 	0	0	0
20200091	5	0	2	2	0	6	高级表彰礼包	0	340571047	 	5	3	42	99	1120020	1980	1980	5000	0	1	0	2022-05-27 00:00:00	2023-02-25 00:00:00	7,5,0,69120000	0	3	0	 	100	0	0	20093	0	2	0	0	 	 	0	0	0
20200092	5	0	2	2	0	6	中级表彰礼包	0	340571043	 	5	4	42	99	1120020	980	980	2500	0	1	0	2022-05-27 00:00:00	2023-02-25 00:00:00	7,5,0,69120000	0	3	0	 	100	0	0	20094	0	2	0	0	 	 	0	0	0
20200093	5	0	2	2	0	6	表彰礼包	0	340571046	 	5	10	42	99	1120020	250	250	500	0	1	0	2022-05-27 00:00:00	2023-02-25 00:00:00	7,5,0,69120000	0	3	0	 	100	0	0	20095	0	3	0	0	 	 	0	0	0
20200100	4	0	2	2	0	3	60钻石	普通钻石	340570301	 	0	0	2	99	1120020	60	60	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20111	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,60	额外赠送10%钻石|额外赠送,1120005,6	0	0	0
20200101	4	0	2	2	0	3	300钻石	普通钻石	340570302	 	0	0	2	99	1120020	300	300	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20112	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,300	额外赠送10%钻石|额外赠送,1120005,30	0	0	0
20200102	4	0	2	2	0	3	500钻石	普通钻石	340570303	 	0	0	2	99	1120020	500	500	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20113	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,500	额外赠送10%钻石|额外赠送,1120005,50	0	0	0
20200103	4	0	2	2	0	3	680钻石	普通钻石	340570304	 	0	0	2	99	1120020	680	680	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20114	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,680	额外赠送10%钻石|额外赠送,1120005,68	0	0	0
20200104	4	0	2	2	0	3	1280钻石	普通钻石	340570305	 	0	0	2	99	1120020	1280	1280	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20115	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,1280	额外赠送10%钻石|额外赠送,1120005,128	0	0	0
20200105	4	0	2	2	0	3	1980钻石	普通钻石	340570306	 	0	0	2	99	1120020	1980	1980	0	0	0	0	2018-11-08 00:00:00	2099-12-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20116	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,1980	额外赠送10%钻石|额外赠送,1120005,198	0	0	0
20200106	4	0	2	2	0	3	3280钻石	普通钻石	340570307	 	0	0	2	99	1120020	3280	3280	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20117	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,3280	额外赠送10%钻石|额外赠送,1120005,328	0	0	0
20200107	4	0	2	2	0	3	6480钻石	普通钻石	340570308	 	0	0	2	99	1120020	6480	6480	0	0	0	0	2018-11-08 00:00:00	2099-11-08 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20118	0	0	0	0	首次购买 双倍钻石|额外赠送,1120005,6480	额外赠送10%钻石|额外赠送,1120005,648	0	0	0
20200109	5	0	2	2	0	4	特级限定招募礼包	0	340571104	 	9	3	2	99	1120020	6480	6480	8000	0	3	91	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20120	0	4	0	0	 	 	0	0	0
20200110	5	0	2	2	0	5	高级限定招募礼包	0	340571098	 	9	3	2	99	1120020	3280	3280	5000	0	3	91	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20121	0	4	0	0	 	 	0	0	0
20200111	5	0	2	2	0	6	中级限定招募礼包	0	340571095	 	9	2	2	99	1120020	1280	1280	2500	0	3	91	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20122	0	4	0	0	 	 	0	0	0
20200112	5	0	2	2	0	6	限定招募礼包	0	340571099	 	9	1	2	99	1120020	300	300	1000	0	3	91	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20123	0	4	0	0	 	 	0	0	0
20200114	5	0	2	2	0	1	限定福利礼包	0	340571105	1120107,1|1120005,30	9	1	2	99	1120005	0	0	0	0	3	91	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	0	0	0	0	0	 	 	0	0	0
20200128	6	0	2	2	0	1	源核升级礼1	0	340571081	 	1	1	2	99	1120111	120	12	12	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20151	0	0	0	0	 	 	0	0	0
20200129	6	0	2	2	0	1	源核升级礼2	0	340571080	 	1	1	2	99	1120111	1280	128	128	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20152	0	0	0	2000	 	 	0	0	0
20200130	6	0	2	2	0	1	源核升级礼3	0	340571082	 	1	1	2	99	1120111	6480	648	648	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20153	0	0	0	5000	 	 	0	0	0
20200131	6	0	2	2	0	1	智觉醒礼1	0	340571093	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20154	0	0	0	0	 	 	0	0	0
20200132	6	0	2	2	0	1	运觉醒礼1	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20155	0	0	0	0	 	 	0	0	0
20200133	6	0	2	2	0	1	运觉醒礼2	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20156	0	0	0	0	 	 	0	0	0
20200134	6	0	2	2	0	1	运觉醒礼3	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20157	0	0	0	0	 	 	0	0	0
20200135	6	0	2	2	0	1	力觉醒礼1	0	340571091	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20158	0	0	0	0	 	 	0	0	0
20200136	6	0	2	2	0	1	智觉醒礼2	0	340571093	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20159	0	0	0	0	 	 	0	0	0
20200137	6	0	2	2	0	1	力觉醒礼2	0	340571091	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20160	0	0	0	0	 	 	0	0	0
20200138	6	0	2	2	0	1	力觉醒礼3	0	340571091	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20161	0	0	0	0	 	 	0	0	0
20200139	6	0	2	2	0	1	运觉醒礼4	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20162	0	0	0	0	 	 	0	0	0
20200140	6	0	2	2	0	1	力觉醒礼4	0	340571091	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20163	0	0	0	0	 	 	0	0	0
20200141	6	0	2	2	0	1	运觉醒礼5	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20164	0	0	0	0	 	 	0	0	0
20200142	6	0	2	2	0	1	运觉醒礼6	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20165	0	0	0	0	 	 	0	0	0
20200143	6	0	2	2	0	1	力觉醒礼5	0	340571091	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20166	0	0	0	0	 	 	0	0	0
20200144	6	0	2	2	0	1	智觉醒礼3	0	340571093	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20167	0	0	0	0	 	 	0	0	0
20200145	6	0	2	2	0	1	智觉醒礼4	0	340571093	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20168	0	0	0	0	 	 	0	0	0
20200146	6	0	2	2	0	1	运觉醒礼7	0	340571092	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20169	0	0	0	0	 	 	0	0	0
20200147	6	0	2	2	0	1	力觉醒礼6	0	340571091	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20170	0	0	0	0	 	 	0	0	0
20200149	6	0	2	2	0	1	技能礼	0	340571031	 	1	1	2	99	1120111	180	18	18	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20172	0	0	0	2000	 	 	0	0	0
20200150	6	0	2	2	0	1	特别招募礼1	0	340571085	 	1	1	2	99	1120111	1280	128	128	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20173	0	0	0	2000	 	 	0	0	0
20200151	6	0	2	2	0	1	特别招募礼2	0	340571086	 	1	1	2	99	1120111	6480	648	648	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20174	0	0	0	5000	 	 	0	0	0
20200168	5	0	2	2	0	4	新人智觉醒礼包	0	340571102	 	5	1	2	99	1120111	300	300	600	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20191	0	3	0	0	 	 	0	0	0
20200169	5	0	2	2	0	4	新人力觉醒礼包	0	340571101	 	5	1	2	99	1120111	300	300	600	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20192	0	3	0	0	 	 	0	0	0
20200170	5	0	2	2	0	4	新人运觉醒礼包	0	340571103	 	5	1	2	99	1120111	300	300	600	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20193	0	3	0	0	 	 	0	0	0
20200171	5	0	2	2	0	4	地狱的吹雪新人礼包	0	340571110	 	5	1	2	99	1120111	1280	1280	12000	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20204	0	3	0	0	 	 	0	0	0
20200172	5	0	2	2	0	4	定制礼包	0	340571103	 	5	1	2	99	1120020	300	300	600	0	0	0	2022-09-19 09:00:00	2022-09-22 08:00:00	0,0,0,691200	1	3	0	 	100	0	0	20205	0	3	0	0	 	 	0	0	0
20200173	5	0	2	2	0	4	月初礼包	0	340571103	 	5	1	2	99	1120020	300	300	600	0	0	0	2022-06-1 09:00:00	2022-06-11 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20206	0	3	0	0	 	 	0	0	0
20200186	5	0	2	2	0	4	周末超值礼包	0	340571119	 	10	1	2	99	1120020	60	60	400	0	4	0	2021-08-10 05:00:00	2035-08-13 04:59:59	3,5,0,259200	1	3	1	周六上架	100	0	0	20219	0	5	0	0	 	 	0	0	0
20200187	5	0	2	2	0	4	周末特惠礼包	0	340571120	 	10	1	2	99	1120020	680	680	2000	0	4	0	2021-08-10 05:00:00	2035-08-13 04:59:59	3,5,0,259200	1	3	1	周六上架	100	0	0	20220	0	5	0	0	 	 	0	0	0
20200188	5	0	2	2	0	4	周末豪华礼包	0	340571121	 	10	1	2	99	1120020	1980	1980	6000	0	4	0	2021-08-10 05:00:00	2035-08-13 04:59:59	3,5,0,259200	1	3	1	周六上架	100	0	0	20221	0	5	0	0	 	 	0	0	0
20200189	5	0	2	2	0	4	周末超值礼包	0	340571119	 	10	1	2	99	1120020	60	60	400	0	4	0	2021-08-10 05:00:00	2035-08-13 04:59:59	6,5,0,172800	1	3	0	 	100	0	0	20222	0	1	0	0	 	 	0	0	0
